roc_auc,pr_auc_average_precision,accuracy,sensitivity_recall,specificity,precision_ppv,negative_predictive_value,f1,brier_score,log_loss,expected_calibration_error_10_equal_width_bins,threshold,roc_auc_ci_lower,pr_auc_average_precision_ci_lower,brier_score_ci_lower,roc_auc_ci_upper,pr_auc_average_precision_ci_upper,brier_score_ci_upper
0.9408131389625142,0.9222378040847294,0.9511627906976744,0.9210526315789473,0.9676258992805755,0.9395973154362416,0.9572953736654805,0.9302325581395349,0.05320211375518377,0.22934089745972785,0.04993841877424824,0.5,0.9093095122841691,0.8732295601272552,0.036635661731848124,0.9694479620520121,0.962350286503188,0.07168990873063673
